model_name,overall_score,key_strengths,garch_type,garch_p,garch_q,distribution,AIC,BIC,loglikelihood
series_2_model_90_summary.txt,0.8501125210760637,"Residual diagnostics (0.250), Parameter significance (0.242), Information criteria (0.106)",eGARCH,1.0,2.0,sstd,2.3166,2.332,-4186.408
series_2_model_92_summary.txt,0.8493828174502934,"Residual diagnostics (0.250), Parameter significance (0.243), Parameter stability (0.113)",eGARCH,1.0,2.0,sstd,2.3164,2.3335,-4185.02
series_2_model_36_summary.txt,0.842859622957716,"Residual diagnostics (0.250), Parameter significance (0.205), Parameter stability (0.132)",sGARCH,1.0,1.0,sstd,2.3168,2.3305,-4187.677
series_2_model_76_summary.txt,0.8396930928495703,"Residual diagnostics (0.250), Parameter significance (0.242), Information criteria (0.106)",eGARCH,1.0,2.0,std,2.3162,2.3316,-4185.612
series_2_model_74_summary.txt,0.8361466169357415,"Residual diagnostics (0.250), Parameter significance (0.241), Information criteria (0.106)",eGARCH,1.0,2.0,std,2.3164,2.3301,-4186.98
series_2_model_91_summary.txt,0.8355403080465804,"Residual diagnostics (0.250), Parameter significance (0.242), Information criteria (0.106)",eGARCH,1.0,2.0,sstd,2.3162,2.3316,-4185.598
series_2_model_75_summary.txt,0.8281418831722667,"Residual diagnostics (0.250), Parameter significance (0.241), Information criteria (0.106)",eGARCH,1.0,2.0,std,2.3159,2.3296,-4186.175
series_3_model_142_summary.txt,0.8279948428970787,"Parameter significance (0.250), Information criteria (0.198), Residual diagnostics (0.167)",gjrGARCH,2.0,2.0,sstd,-0.58386,-0.56505,1068.375
series_2_model_28_summary.txt,0.8269615283202801,"Residual diagnostics (0.250), Parameter significance (0.188), Parameter stability (0.134)",sGARCH,1.0,2.0,std,2.3166,2.3303,-4187.393
series_3_model_136_summary.txt,0.821757689237974,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.198)",gjrGARCH,2.0,1.0,sstd,-0.57723,-0.55842,1056.365
series_2_model_86_summary.txt,0.8212563248689445,"Residual diagnostics (0.249), Parameter significance (0.194), Parameter stability (0.122)",eGARCH,2.0,1.0,sstd,2.3162,2.3333,-4184.654
series_2_model_20_summary.txt,0.8197844556687094,"Residual diagnostics (0.250), Parameter significance (0.198), Parameter stability (0.116)",sGARCH,1.0,1.0,std,2.3166,2.3286,-4188.325
series_2_model_72_summary.txt,0.8191230688319994,"Residual diagnostics (0.249), Parameter significance (0.201), Parameter stability (0.113)",eGARCH,2.0,1.0,std,2.3158,2.3329,-4183.836
series_3_model_134_summary.txt,0.8188192605509771,"Parameter significance (0.250), Information criteria (0.195), Residual diagnostics (0.167)",gjrGARCH,2.0,1.0,sstd,-0.47062,-0.45352,862.2909
series_2_model_88_summary.txt,0.8181327153111628,"Residual diagnostics (0.250), Parameter significance (0.188), Parameter stability (0.130)",eGARCH,2.0,1.0,sstd,2.316,2.3348,-4183.268
series_2_model_87_summary.txt,0.8130080746302822,"Residual diagnostics (0.250), Parameter significance (0.194), Parameter stability (0.116)",eGARCH,2.0,1.0,sstd,2.3158,2.3329,-4183.86
series_2_model_82_summary.txt,0.8113992512550937,"Parameter significance (0.241), Residual diagnostics (0.235), Information criteria (0.106)",eGARCH,1.0,1.0,sstd,2.3166,2.3303,-4187.331
series_3_model_84_summary.txt,0.8051472982885329,"Parameter significance (0.250), Information criteria (0.199), Residual diagnostics (0.194)",eGARCH,1.0,1.0,sstd,-0.60828,-0.59288,1110.59
series_2_model_94_summary.txt,0.8042760326481242,"Residual diagnostics (0.236), Parameter significance (0.212), Information criteria (0.106)",eGARCH,2.0,2.0,sstd,2.3167,2.3355,-4184.588
series_3_model_130_summary.txt,0.8040074216700539,"Parameter significance (0.250), Information criteria (0.198), Residual diagnostics (0.167)",gjrGARCH,1.0,1.0,sstd,-0.58171,-0.56802,1061.468
series_1_model_134_summary.txt,0.8034834123751331,"Parameter significance (0.250), Residual diagnostics (0.250), Parameter stability (0.132)",gjrGARCH,2.0,1.0,sstd,2.41,2.4271,-4354.433
series_2_model_84_summary.txt,0.8025460979549586,"Parameter significance (0.242), Residual diagnostics (0.231), Information criteria (0.106)",eGARCH,1.0,1.0,sstd,2.3164,2.3318,-4185.977
series_2_model_70_summary.txt,0.7999552354227678,"Residual diagnostics (0.243), Parameter significance (0.195), Parameter stability (0.106)",eGARCH,2.0,1.0,std,2.316,2.3314,-4185.22
series_2_model_98_summary.txt,0.7987794209966688,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.103)",gjrGARCH,1.0,1.0,norm,2.3866,2.3969,-4316.119
series_3_model_138_summary.txt,0.7984869966919593,"Parameter significance (0.250), Information criteria (0.198), Residual diagnostics (0.167)",gjrGARCH,1.0,2.0,sstd,-0.58245,-0.56705,1063.811
series_2_model_96_summary.txt,0.7974041469020527,"Residual diagnostics (0.237), Parameter significance (0.205), Information criteria (0.106)",eGARCH,2.0,2.0,sstd,2.3165,2.337,-4183.201
series_2_model_71_summary.txt,0.7973864793373431,"Residual diagnostics (0.244), Parameter significance (0.195), Information criteria (0.106)",eGARCH,2.0,1.0,std,2.3155,2.3309,-4184.416
series_3_model_92_summary.txt,0.7962511357082838,"Parameter significance (0.250), Information criteria (0.199), Residual diagnostics (0.194)",eGARCH,1.0,2.0,sstd,-0.61112,-0.59401,1116.732
series_2_model_99_summary.txt,0.7958706254358002,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.103)",gjrGARCH,1.0,1.0,norm,2.3863,2.3966,-4315.627
series_1_model_82_summary.txt,0.795847618336113,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.111)",eGARCH,1.0,1.0,sstd,2.1537,2.1674,-3892.426
series_3_model_34_summary.txt,0.7957641491248131,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)",sGARCH,1.0,1.0,sstd,-0.54903,-0.53706,1001.293
series_2_model_95_summary.txt,0.7949770473488834,"Residual diagnostics (0.235), Parameter significance (0.212), Information criteria (0.106)",eGARCH,2.0,2.0,sstd,2.3163,2.3351,-4183.793
series_2_model_66_summary.txt,0.7949180725441254,"Parameter significance (0.240), Residual diagnostics (0.228), Information criteria (0.106)",eGARCH,1.0,1.0,std,2.3164,2.3283,-4187.933
series_1_model_84_summary.txt,0.7943536419853129,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.111)",eGARCH,1.0,1.0,sstd,2.1537,2.1691,-3891.436
series_1_model_83_summary.txt,0.7936133460467227,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.111)",eGARCH,1.0,1.0,sstd,2.1535,2.1672,-3892.018
series_2_model_83_summary.txt,0.791053745259625,"Parameter significance (0.241), Residual diagnostics (0.233), Information criteria (0.106)",eGARCH,1.0,1.0,sstd,2.3161,2.3298,-4186.527
series_2_model_2_summary.txt,0.7904196779699474,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.103)",sGARCH,1.0,1.0,norm,2.3917,2.4002,-4326.335
series_2_model_68_summary.txt,0.7904092201531283,"Parameter significance (0.241), Residual diagnostics (0.225), Information criteria (0.106)",eGARCH,1.0,1.0,std,2.3162,2.3299,-4186.599
series_2_model_129_summary.txt,0.7880704752302717,"Parameter significance (0.250), Residual diagnostics (0.167), Parameter stability (0.141)",gjrGARCH,1.0,1.0,sstd,2.3222,2.3342,-4198.523
series_2_model_3_summary.txt,0.7880515189312618,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.103)",sGARCH,1.0,1.0,norm,2.3914,2.4,-4325.828
series_1_model_90_summary.txt,0.7870170641128137,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.111)",eGARCH,1.0,2.0,sstd,2.1546,2.17,-3892.962
series_2_model_80_summary.txt,0.7855218821826452,"Residual diagnostics (0.235), Parameter significance (0.206), Information criteria (0.106)",eGARCH,2.0,2.0,std,2.3163,2.3351,-4183.767
series_1_model_91_summary.txt,0.7812579452309452,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.111)",eGARCH,1.0,2.0,sstd,2.1544,2.1698,-3892.551
series_2_model_78_summary.txt,0.7809888425045033,"Residual diagnostics (0.233), Parameter significance (0.208), Information criteria (0.106)",eGARCH,2.0,2.0,std,2.3165,2.3336,-4185.152
series_2_model_67_summary.txt,0.7806291560405134,"Parameter significance (0.240), Residual diagnostics (0.226), Information criteria (0.106)",eGARCH,1.0,1.0,std,2.3159,2.3279,-4187.135
series_1_model_92_summary.txt,0.779403699958731,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.111)",eGARCH,1.0,2.0,sstd,2.1546,2.1717,-3891.981
series_2_model_79_summary.txt,0.7777731652726518,"Residual diagnostics (0.233), Parameter significance (0.208), Information criteria (0.106)",eGARCH,2.0,2.0,std,2.316,2.3331,-4184.347
series_3_model_38_summary.txt,0.777631700299331,"Parameter significance (0.223), Information criteria (0.197), Residual diagnostics (0.167)",sGARCH,2.0,1.0,sstd,-0.55002,-0.53633,1004.079
series_1_model_133_summary.txt,0.7768491796653271,"Parameter significance (0.250), Residual diagnostics (0.215), Parameter stability (0.117)",gjrGARCH,2.0,1.0,sstd,2.3986,2.414,-4334.937
series_2_model_41_summary.txt,0.7749791009691502,"Parameter significance (0.240), Residual diagnostics (0.167), Parameter stability (0.138)",sGARCH,1.0,2.0,sstd,2.3236,2.3356,-4201.042
series_2_model_106_summary.txt,0.7739390458221156,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.103)",gjrGARCH,1.0,2.0,norm,2.3871,2.399,-4315.985
series_3_model_42_summary.txt,0.7718193108326038,"Parameter significance (0.223), Information criteria (0.197), Residual diagnostics (0.167)",sGARCH,1.0,2.0,sstd,-0.54974,-0.53605,1003.573
series_3_model_88_summary.txt,0.7710571119813655,"Parameter significance (0.212), Information criteria (0.199), Residual diagnostics (0.194)",eGARCH,2.0,1.0,sstd,-0.6125,-0.59369,1120.244
series_3_model_40_summary.txt,0.7705818864991462,"Parameter significance (0.234), Information criteria (0.198), Residual diagnostics (0.195)",sGARCH,2.0,1.0,sstd,-0.55993,-0.54454,1023.039
series_2_model_107_summary.txt,0.7701220444958005,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.103)",gjrGARCH,1.0,2.0,norm,2.3868,2.3988,-4315.49
series_3_model_132_summary.txt,0.7674167598147476,"Parameter significance (0.250), Information criteria (0.199), Residual diagnostics (0.195)",gjrGARCH,1.0,1.0,sstd,-0.59084,-0.57545,1079.017
series_3_model_82_summary.txt,0.7657741408523697,"Parameter significance (0.250), Information criteria (0.199), Residual diagnostics (0.167)",eGARCH,1.0,1.0,sstd,-0.60333,-0.58965,1100.639
series_3_model_36_summary.txt,0.7650746913124996,"Parameter significance (0.250), Information criteria (0.198), Residual diagnostics (0.195)",sGARCH,1.0,1.0,sstd,-0.55837,-0.54469,1019.209
series_2_model_144_summary.txt,0.7649167177041113,"Residual diagnostics (0.250), Parameter significance (0.142), Parameter stability (0.117)",gjrGARCH,2.0,2.0,sstd,2.3156,2.3362,-4181.619
series_2_model_143_summary.txt,0.7641590484104532,"Residual diagnostics (0.250), Parameter significance (0.150), Parameter stability (0.109)",gjrGARCH,2.0,2.0,sstd,2.3154,2.3342,-4182.16
series_2_model_121_summary.txt,0.762435896216134,"Parameter significance (0.219), Residual diagnostics (0.167), Parameter stability (0.147)",gjrGARCH,1.0,2.0,std,2.3221,2.3341,-4198.286
series_3_model_2_summary.txt,0.7620245862483985,"Parameter significance (0.250), Information criteria (0.192), Residual diagnostics (0.167)",sGARCH,1.0,1.0,norm,-0.37452,-0.36596,683.249
series_3_model_90_summary.txt,0.7618204019177782,"Parameter significance (0.250), Information criteria (0.199), Residual diagnostics (0.167)",eGARCH,1.0,2.0,sstd,-0.60581,-0.59042,1106.125
series_2_model_60_summary.txt,0.7609805123828717,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.103)",eGARCH,1.0,2.0,norm,2.3924,2.4061,-4324.646
series_1_model_79_summary.txt,0.7598427242110215,"Parameter significance (0.250), Residual diagnostics (0.245), Information criteria (0.110)",eGARCH,2.0,2.0,std,2.1697,2.1868,-3919.29
series_3_model_116_summary.txt,0.7595279657885143,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.195)",gjrGARCH,1.0,1.0,std,-0.54055,-0.52687,986.9363
series_2_model_33_summary.txt,0.7588024888294894,"Parameter significance (0.250), Residual diagnostics (0.167), Parameter stability (0.110)",sGARCH,1.0,1.0,sstd,2.3238,2.334,-4202.356
series_3_model_96_summary.txt,0.7583921875980982,"Information criteria (0.199), Parameter significance (0.199), Residual diagnostics (0.194)",eGARCH,2.0,2.0,sstd,-0.61195,-0.59143,1120.244
series_2_model_52_summary.txt,0.7571664101869884,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.103)",eGARCH,1.0,1.0,norm,2.392,2.4039,-4324.85
series_2_model_113_summary.txt,0.7551639278240821,"Parameter significance (0.237), Residual diagnostics (0.167), Parameter stability (0.120)",gjrGARCH,1.0,1.0,std,2.3221,2.3324,-4199.407
series_3_model_108_summary.txt,0.7538533052616789,"Parameter significance (0.250), Residual diagnostics (0.194), Information criteria (0.193)",gjrGARCH,1.0,2.0,norm,-0.4153,-0.40162,760.1102
series_3_model_4_summary.txt,0.7533216701419425,"Parameter significance (0.250), Residual diagnostics (0.195), Information criteria (0.192)",sGARCH,1.0,1.0,norm,-0.38019,-0.36993,694.5192
series_2_model_10_summary.txt,0.7526671415278466,"Residual diagnostics (0.250), Parameter significance (0.212), Information criteria (0.103)",sGARCH,1.0,2.0,norm,2.3921,2.4023,-4326.035
series_3_model_44_summary.txt,0.7526094606342032,"Parameter significance (0.227), Information criteria (0.198), Residual diagnostics (0.195)",sGARCH,1.0,2.0,sstd,-0.55911,-0.54371,1021.54
series_3_model_68_summary.txt,0.7525663576771316,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.194)",eGARCH,1.0,1.0,std,-0.55207,-0.53839,1007.807
series_3_model_60_summary.txt,0.7525431337423082,"Parameter significance (0.250), Residual diagnostics (0.194), Information criteria (0.194)",eGARCH,1.0,2.0,norm,-0.43971,-0.42603,804.3179
series_1_model_67_summary.txt,0.7517727020317937,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)",eGARCH,1.0,1.0,std,2.1707,2.1827,-3924.201
series_1_model_66_summary.txt,0.7517007372377188,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)",eGARCH,1.0,1.0,std,2.1708,2.1827,-3924.275
series_3_model_124_summary.txt,0.7514931196728059,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.195)",gjrGARCH,1.0,2.0,std,-0.54148,-0.52609,989.6277
series_2_model_38_summary.txt,0.7512562919877802,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.106)",sGARCH,2.0,1.0,sstd,2.3178,2.3315,-4189.502
series_2_model_58_summary.txt,0.7505818843198875,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.103)",eGARCH,1.0,2.0,norm,2.3922,2.4042,-4325.267
series_2_model_39_summary.txt,0.7504121723780205,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.106)",sGARCH,2.0,1.0,sstd,2.3173,2.331,-4188.682
series_3_model_52_summary.txt,0.7494570938889407,"Parameter significance (0.250), Residual diagnostics (0.194), Information criteria (0.194)",eGARCH,1.0,1.0,norm,-0.43993,-0.42795,803.7071
series_2_model_11_summary.txt,0.7491753306268913,"Residual diagnostics (0.250), Parameter significance (0.212), Information criteria (0.103)",sGARCH,1.0,2.0,norm,2.3918,2.402,-4325.525
series_3_model_76_summary.txt,0.7478050650960799,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.194)",eGARCH,1.0,2.0,std,-0.55228,-0.53689,1009.186
series_2_model_50_summary.txt,0.7464283070036385,"Residual diagnostics (0.250), Parameter significance (0.212), Information criteria (0.103)",eGARCH,1.0,1.0,norm,2.3917,2.402,-4325.441
series_2_model_100_summary.txt,0.7463687077971586,"Residual diagnostics (0.250), Parameter significance (0.188), Parameter stability (0.105)",gjrGARCH,1.0,1.0,norm,2.3866,2.3986,-4315.22
series_3_model_114_summary.txt,0.7461425031744147,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)",gjrGARCH,1.0,1.0,std,-0.53447,-0.5225,974.9237
series_2_model_59_summary.txt,0.7449984608725615,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.103)",eGARCH,1.0,2.0,norm,2.392,2.404,-4324.917
series_2_model_127_summary.txt,0.7441387887468439,"Residual diagnostics (0.250), Parameter significance (0.153), Information criteria (0.106)",gjrGARCH,2.0,2.0,std,2.3153,2.3324,-4182.992
series_3_model_46_summary.txt,0.7432549858995303,"Information criteria (0.197), Parameter significance (0.195), Residual diagnostics (0.167)",sGARCH,2.0,2.0,sstd,-0.54946,-0.53407,1004.079
series_2_model_64_summary.txt,0.7424742089455362,"Residual diagnostics (0.250), Parameter significance (0.174), Parameter stability (0.116)",eGARCH,2.0,2.0,norm,2.3916,2.4088,-4321.278
series_2_model_22_summary.txt,0.7421934959319333,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.106)",sGARCH,2.0,1.0,std,2.3176,2.3295,-4190.099
series_2_model_51_summary.txt,0.7418452139400462,"Residual diagnostics (0.250), Parameter significance (0.212), Information criteria (0.103)",eGARCH,1.0,1.0,norm,2.3916,2.4018,-4325.097
series_1_model_75_summary.txt,0.7417124492369218,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)",eGARCH,1.0,2.0,std,2.1716,2.1853,-3924.746
series_1_model_74_summary.txt,0.7415557290411744,"Parameter significance (0.250), Residual diagnostics (0.250), Information criteria (0.110)",eGARCH,1.0,2.0,std,2.1716,2.1853,-3924.82
series_2_model_138_summary.txt,0.7415255793103449,"Residual diagnostics (0.250), Parameter significance (0.227), Information criteria (0.106)",gjrGARCH,1.0,2.0,sstd,2.3155,2.3308,-4184.291
series_2_model_23_summary.txt,0.7415237467016607,"Residual diagnostics (0.250), Parameter significance (0.219), Information criteria (0.106)",sGARCH,2.0,1.0,std,2.3171,2.3291,-4189.296
series_3_model_94_summary.txt,0.7410431366612441,"Parameter significance (0.219), Information criteria (0.199), Residual diagnostics (0.167)",eGARCH,2.0,2.0,sstd,-0.60566,-0.58685,1107.853
series_2_model_25_summary.txt,0.7408703085210421,"Parameter significance (0.237), Residual diagnostics (0.167), Parameter stability (0.117)",sGARCH,1.0,2.0,std,2.3234,2.3337,-4201.761
series_2_model_139_summary.txt,0.740059375862069,"Residual diagnostics (0.250), Parameter significance (0.227), Information criteria (0.106)",gjrGARCH,1.0,2.0,sstd,2.315,2.3304,-4183.475
series_3_model_10_summary.txt,0.7391829058631582,"Parameter significance (0.212), Information criteria (0.192), Residual diagnostics (0.167)",sGARCH,1.0,2.0,norm,-0.3751,-0.36484,685.311
series_3_model_140_summary.txt,0.738306976998082,"Parameter significance (0.229), Information criteria (0.199), Residual diagnostics (0.195)",gjrGARCH,1.0,2.0,sstd,-0.5883,-0.57119,1075.408
series_2_model_102_summary.txt,0.7378368718339137,"Residual diagnostics (0.250), Parameter significance (0.179), Parameter stability (0.106)",gjrGARCH,2.0,1.0,norm,2.3862,2.3999,-4313.493
series_2_model_89_summary.txt,0.7367089267196183,"Parameter significance (0.232), Residual diagnostics (0.167), Parameter stability (0.107)",eGARCH,1.0,2.0,sstd,2.3238,2.3375,-4200.371
series_3_model_12_summary.txt,0.7360983386739002,"Parameter significance (0.219), Residual diagnostics (0.195), Information criteria (0.192)",sGARCH,1.0,2.0,norm,-0.38086,-0.36889,696.7376
series_3_model_104_summary.txt,0.7355565733605333,"Parameter significance (0.227), Residual diagnostics (0.194), Information criteria (0.193)",gjrGARCH,2.0,1.0,norm,-0.41631,-0.40091,762.9315
series_3_model_48_summary.txt,0.7351951155750371,"Information criteria (0.198), Residual diagnostics (0.195), Parameter significance (0.188)",sGARCH,2.0,2.0,sstd,-0.55939,-0.54229,1023.055
series_2_model_17_summary.txt,0.7343414464373182,"Parameter significance (0.250), Residual diagnostics (0.167), Information criteria (0.106)",sGARCH,1.0,1.0,std,2.3237,2.3322,-4203.132
series_2_model_108_summary.txt,0.7320477517955599,"Residual diagnostics (0.250), Parameter significance (0.170), Parameter stability (0.109)",gjrGARCH,1.0,2.0,norm,2.3871,2.4008,-4315.076
series_1_model_68_summary.txt,0.7319927081536235,"Residual diagnostics (0.250), Parameter significance (0.223), Information criteria (0.110)",eGARCH,1.0,1.0,std,2.1713,2.185,-3924.194
series_2_model_62_summary.txt,0.7284363638153308,"Residual diagnostics (0.250), Parameter significance (0.164), Parameter stability (0.111)",eGARCH,2.0,2.0,norm,2.3914,2.4068,-4321.871
series_2_model_56_summary.txt,0.7277038873616939,"Residual diagnostics (0.250), Parameter significance (0.180), Information criteria (0.103)",eGARCH,2.0,1.0,norm,2.3911,2.4065,-4321.304
series_3_model_66_summary.txt,0.7262267657090079,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)",eGARCH,1.0,1.0,std,-0.54558,-0.53361,995.0422
series_2_model_73_summary.txt,0.7260501889525985,"Parameter significance (0.229), Residual diagnostics (0.167), Information criteria (0.105)",eGARCH,1.0,2.0,std,2.3235,2.3355,-4200.939
series_1_model_120_summary.txt,0.7259798844527825,"Parameter significance (0.250), Residual diagnostics (0.178), Parameter stability (0.146)",gjrGARCH,2.0,1.0,std,2.4117,2.4288,-4357.551
series_3_model_112_summary.txt,0.7250643798395588,"Parameter significance (0.250), Residual diagnostics (0.195), Information criteria (0.193)",gjrGARCH,2.0,2.0,norm,-0.41494,-0.39784,761.4603
series_2_model_4_summary.txt,0.7239266453264742,"Residual diagnostics (0.250), Parameter significance (0.175), Information criteria (0.103)",sGARCH,1.0,1.0,norm,2.3917,2.402,-4325.353
series_3_model_86_summary.txt,0.7227939855144283,"Parameter significance (0.201), Information criteria (0.199), Residual diagnostics (0.167)",eGARCH,2.0,1.0,sstd,-0.60618,-0.58908,1107.792
series_2_model_93_summary.txt,0.7227683295742123,"Parameter significance (0.208), Residual diagnostics (0.160), Parameter stability (0.124)",eGARCH,2.0,2.0,sstd,2.3235,2.3406,-4197.935
series_3_model_64_summary.txt,0.7227629263280595,"Parameter significance (0.222), Residual diagnostics (0.194), Information criteria (0.194)",eGARCH,2.0,2.0,norm,-0.44296,-0.42586,812.1987
series_3_model_126_summary.txt,0.7223868848461785,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)",gjrGARCH,2.0,2.0,std,-0.53331,-0.51621,975.8274
series_3_model_128_summary.txt,0.7223533641188001,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.195)",gjrGARCH,2.0,2.0,std,-0.5414,-0.52259,991.4818
series_3_model_50_summary.txt,0.7220494674109704,"Parameter significance (0.250), Information criteria (0.194), Residual diagnostics (0.167)",eGARCH,1.0,1.0,norm,-0.43146,-0.42119,787.3656
series_1_model_118_summary.txt,0.7218449091458715,"Parameter significance (0.250), Residual diagnostics (0.244), Information criteria (0.103)",gjrGARCH,2.0,1.0,std,2.3966,2.4119,-4331.165
series_3_model_74_summary.txt,0.7214967161037418,"Parameter significance (0.250), Information criteria (0.197), Residual diagnostics (0.167)",eGARCH,1.0,2.0,std,-0.54597,-0.53229,996.7548
series_3_model_80_summary.txt,0.720775021019259,"Parameter significance (0.212), Information criteria (0.197), Residual diagnostics (0.194)",eGARCH,2.0,2.0,std,-0.55283,-0.53402,1012.179
series_2_model_63_summary.txt,0.7205458822881338,"Residual diagnostics (0.250), Parameter significance (0.164), Parameter stability (0.103)",eGARCH,2.0,2.0,norm,2.3912,2.4066,-4321.543
series_2_model_85_summary.txt,0.7194841929036384,"Parameter significance (0.195), Residual diagnostics (0.167), Parameter stability (0.127)",eGARCH,2.0,1.0,sstd,2.323,2.3384,-4197.987
series_2_model_97_summary.txt,0.7192909874310723,"Parameter significance (0.250), Residual diagnostics (0.167), Information criteria (0.103)",gjrGARCH,1.0,1.0,norm,2.391,2.3996,-4325.162
series_2_model_132_summary.txt,0.7184376413793103,"Residual diagnostics (0.250), Parameter significance (0.211), Information criteria (0.106)",gjrGARCH,1.0,1.0,sstd,2.3151,2.3305,-4183.578
series_3_model_102_summary.txt,0.7175206115547376,"Parameter significance (0.250), Information criteria (0.193), Residual diagnostics (0.167)",gjrGARCH,2.0,1.0,norm,-0.4075,-0.39382,745.9828
series_2_model_40_summary.txt,0.7170404141491431,"Residual diagnostics (0.250), Parameter significance (0.188), Information criteria (0.106)",sGARCH,2.0,1.0,sstd,2.3175,2.3329,-4188.075
